date,channel,campaign_name,spend_amount,impressions,clicks,ctr
2024-03-27,seo,organic_brand,0.0,5907,917,0.1553
2024-03-27,influencer,seasonal_collab,337.11,243321,6002,0.0247
2024-03-28,google_ads,always_on_search,1713.73,150990,6811,0.0451
2024-03-28,facebook_ads,always_on_social,1000.74,144975,2113,0.0146
2024-03-28,email,newsletter,0.0,8731,276,0.0316
2024-03-28,seo,organic_brand,0.0,3463,523,0.1513
2024-03-28,influencer,seasonal_collab,620.14,596347,15254,0.0256
2024-03-29,google_ads,always_on_search,1320.45,143865,7060,0.0491
2024-03-29,facebook_ads,always_on_social,758.93,78821,775,0.0098
2024-03-29,email,newsletter,0.0,7234,314,0.0435
2024-03-29,seo,organic_brand,0.0,4669,894,0.1915
2024-03-29,influencer,seasonal_collab,302.19,236186,5182,0.0219
2024-03-30,google_ads,always_on_search,1801.9,192686,5022,0.0261
2024-03-30,facebook_ads,always_on_social,684.17,86205,1650,0.0192
2024-03-30,email,newsletter,0.0,8668,591,0.0682
2024-03-30,seo,organic_brand,0.0,3990,768,0.1927
2024-03-30,influencer,seasonal_collab,292.19,286079,4198,0.0147
2024-03-31,google_ads,always_on_search,1084.3,88772,2156,0.0243
2024-03-31,facebook_ads,always_on_social,830.38,138089,1108,0.008
2024-03-31,email,newsletter,0.0,8057,348,0.0432
2024-03-31,seo,organic_brand,0.0,3668,768,0.2095
2024-03-31,influencer,seasonal_collab,227.98,209119,5336,0.0255
2024-04-01,google_ads,always_on_search,1840.09,181046,8520,0.0471
2024-04-01,facebook_ads,always_on_social,1509.24,239152,1937,0.0081
2024-04-01,email,newsletter,0.0,6188,276,0.0447
2024-04-01,seo,organic_brand,0.0,3028,426,0.1407
2024-04-01,influencer,seasonal_collab,627.45,365670,4746,0.013
2024-04-02,google_ads,always_on_search,1471.45,141343,6595,0.0467
2024-04-02,facebook_ads,always_on_social,591.33,73266,800,0.0109
2024-04-02,email,newsletter,0.0,7399,319,0.0431
2024-04-02,seo,organic_brand,0.0,5476,1109,0.2026
2024-04-02,influencer,seasonal_collab,576.97,274588,5881,0.0214
2024-04-03,google_ads,always_on_search,1437.51,169030,5934,0.0351
2024-04-03,facebook_ads,always_on_social,1143.85,119331,1726,0.0145
2024-04-03,email,newsletter,0.0,7458,389,0.0523
2024-04-03,seo,organic_brand,0.0,3047,562,0.1846
2024-04-03,influencer,seasonal_collab,286.07,150275,3063,0.0204
2024-04-04,google_ads,always_on_search,1824.73,204364,4208,0.0206
2024-04-04,facebook_ads,always_on_social,973.28,141071,2698,0.0191
2024-04-04,email,newsletter,0.0,9219,769,0.0835
2024-04-04,seo,organic_brand,0.0,3270,423,0.1294
2024-04-04,influencer,seasonal_collab,409.36,199560,2213,0.0111
2024-04-05,google_ads,always_on_search,1411.67,114617,4523,0.0395
2024-04-05,facebook_ads,always_on_social,698.84,114310,1408,0.0123
2024-04-05,email,newsletter,0.0,4922,412,0.0838
2024-04-05,seo,organic_brand,0.0,3753,459,0.1224
2024-04-05,influencer,seasonal_collab,654.19,393970,6295,0.016
2024-04-06,google_ads,always_on_search,1708.59,163432,6616,0.0405
2024-04-06,facebook_ads,always_on_social,802.88,110114,1660,0.0151
2024-04-06,email,newsletter,0.0,7257,586,0.0808
2024-04-06,seo,organic_brand,0.0,3153,663,0.2103
2024-04-06,influencer,seasonal_collab,341.72,178792,2291,0.0128
2024-04-07,google_ads,always_on_search,1280.31,92823,3086,0.0333
2024-04-07,facebook_ads,always_on_social,1069.67,159065,2866,0.018
2024-04-07,email,newsletter,0.0,9477,351,0.0371
2024-04-07,seo,organic_brand,0.0,3251,575,0.1769
2024-04-07,influencer,seasonal_collab,496.47,385181,9278,0.0241
2024-04-08,google_ads,always_on_search,1886.4,219921,7142,0.0325
2024-04-08,facebook_ads,always_on_social,1083.24,157420,1485,0.0094
2024-04-08,email,newsletter,0.0,4887,391,0.0802
2024-04-08,seo,organic_brand,0.0,4400,560,0.1273
2024-04-08,influencer,seasonal_collab,671.56,364224,4771,0.0131
2024-04-09,google_ads,always_on_search,1921.6,151464,6868,0.0453
2024-04-09,facebook_ads,always_on_social,1350.3,172137,3335,0.0194
2024-04-09,email,newsletter,0.0,4644,145,0.0314
2024-04-09,seo,organic_brand,0.0,3931,790,0.2012
2024-04-09,influencer,seasonal_collab,727.82,373022,6280,0.0168
2024-04-10,google_ads,always_on_search,1626.49,143604,3850,0.0268
2024-04-10,facebook_ads,always_on_social,525.96,75325,634,0.0084
2024-04-10,email,newsletter,0.0,4601,235,0.0512
2024-04-10,seo,organic_brand,0.0,4560,780,0.1713
2024-04-10,influencer,seasonal_collab,465.76,395010,8219,0.0208
2024-04-11,google_ads,always_on_search,1135.68,84949,2785,0.0328
2024-04-11,facebook_ads,always_on_social,561.22,98920,606,0.0061
2024-04-11,email,newsletter,0.0,5430,271,0.0501
2024-04-11,seo,organic_brand,0.0,5557,1062,0.1913
2024-04-11,influencer,seasonal_collab,454.01,306896,8441,0.0275
2024-04-12,google_ads,always_on_search,1478.82,160716,7588,0.0472
2024-04-12,facebook_ads,always_on_social,1449.25,257653,2753,0.0107
2024-04-12,email,newsletter,0.0,5425,231,0.0428
2024-04-12,seo,organic_brand,0.0,3322,443,0.1335
2024-04-12,influencer,seasonal_collab,593.54,585680,9664,0.0165
2024-04-13,google_ads,always_on_search,1044.08,86044,1833,0.0213
2024-04-13,facebook_ads,always_on_social,863.03,112205,2084,0.0186
2024-04-13,email,newsletter,0.0,8634,340,0.0395
2024-04-13,seo,organic_brand,0.0,4126,587,0.1424
2024-04-13,influencer,seasonal_collab,449.28,292597,4474,0.0153
2024-04-14,google_ads,always_on_search,1858.1,144516,5887,0.0407
2024-04-14,facebook_ads,always_on_social,1022.82,116933,1988,0.017
2024-04-14,email,newsletter,0.0,8112,325,0.0402
2024-04-14,seo,organic_brand,0.0,3564,726,0.2037
2024-04-14,influencer,seasonal_collab,618.67,522664,7249,0.0139
2024-04-15,google_ads,always_on_search,1016.2,87358,2765,0.0317
2024-04-15,facebook_ads,always_on_social,853.25,88141,1693,0.0192
2024-04-15,email,newsletter,0.0,9869,440,0.0446
2024-04-15,seo,organic_brand,0.0,3504,511,0.146
2024-04-15,influencer,seasonal_collab,685.24,502343,11585,0.0231
2024-04-16,google_ads,always_on_search,1185.41,132371,3011,0.0228
2024-04-16,facebook_ads,always_on_social,528.4,60201,589,0.0098
2024-04-16,email,newsletter,0.0,8483,409,0.0483
2024-04-16,seo,organic_brand,0.0,5839,1227,0.2101
2024-04-16,influencer,seasonal_collab,335.54,293512,7948,0.0271
2024-04-17,google_ads,always_on_search,1818.3,170865,3766,0.022
2024-04-17,facebook_ads,always_on_social,959.5,104565,994,0.0095
2024-04-17,email,newsletter,0.0,9636,428,0.0444
2024-04-17,seo,organic_brand,0.0,2824,585,0.2074
2024-04-17,influencer,seasonal_collab,301.5,245220,6472,0.0264
2024-04-18,google_ads,always_on_search,1455.09,118297,2763,0.0234
2024-04-18,facebook_ads,always_on_social,741.01,110243,1053,0.0096
2024-04-18,email,newsletter,0.0,10236,905,0.0885
2024-04-18,seo,organic_brand,0.0,3609,793,0.2197
2024-04-18,influencer,seasonal_collab,737.1,733313,8156,0.0111
2024-04-19,google_ads,always_on_search,935.13,96767,2519,0.026
2024-04-19,facebook_ads,always_on_social,1464.87,157419,2794,0.0178
2024-04-19,email,newsletter,0.0,8270,651,0.0788
2024-04-19,seo,organic_brand,0.0,3652,475,0.1302
2024-04-19,influencer,seasonal_collab,724.85,370808,9963,0.0269
2024-04-20,google_ads,always_on_search,1890.26,132699,5348,0.0403
2024-04-20,facebook_ads,always_on_social,1482.31,231257,2558,0.0111
2024-04-20,email,newsletter,0.0,6508,201,0.031
2024-04-20,seo,organic_brand,0.0,5720,1110,0.1941
2024-04-20,influencer,seasonal_collab,348.7,332590,3785,0.0114
2024-04-21,google_ads,always_on_search,1894.83,221696,7872,0.0355
2024-04-21,facebook_ads,always_on_social,980.92,105636,1900,0.018
2024-04-21,email,newsletter,0.0,9787,554,0.0567
2024-04-21,seo,organic_brand,0.0,2854,480,0.1683
2024-04-21,influencer,seasonal_collab,265.08,152837,3734,0.0244
2024-04-22,google_ads,always_on_search,1034.98,79713,3738,0.0469
2024-04-22,facebook_ads,always_on_social,938.07,159000,2287,0.0144
2024-04-22,email,newsletter,0.0,10063,467,0.0465
2024-04-22,seo,organic_brand,0.0,3813,566,0.1485
2024-04-22,influencer,seasonal_collab,687.43,495843,14031,0.0283
2024-04-23,google_ads,always_on_search,870.23,96289,2757,0.0286
2024-04-23,facebook_ads,always_on_social,1195.16,153894,2398,0.0156
2024-04-23,email,newsletter,0.0,6599,293,0.0445
2024-04-23,seo,organic_brand,0.0,3155,573,0.1819
2024-04-23,influencer,seasonal_collab,743.18,493261,6127,0.0124
2024-04-24,google_ads,always_on_search,1463.39,151005,3540,0.0234
2024-04-24,facebook_ads,always_on_social,756.98,76050,1234,0.0162
2024-04-24,email,newsletter,0.0,5925,399,0.0674
2024-04-24,seo,organic_brand,0.0,5292,1077,0.2035
2024-04-24,influencer,seasonal_collab,676.72,661167,15489,0.0234
2024-04-25,google_ads,always_on_search,923.58,107388,3089,0.0288
2024-04-25,facebook_ads,always_on_social,1428.59,194870,3036,0.0156
2024-04-25,email,newsletter,0.0,4907,171,0.035
2024-04-25,seo,organic_brand,0.0,4199,844,0.201
2024-04-25,influencer,seasonal_collab,717.28,598962,9336,0.0156
2024-04-26,google_ads,always_on_search,1403.48,132068,5847,0.0443
2024-04-26,facebook_ads,always_on_social,1214.84,191371,2802,0.0146
2024-04-26,email,newsletter,0.0,9414,687,0.073
2024-04-26,seo,organic_brand,0.0,5819,997,0.1714
2024-04-26,influencer,seasonal_collab,510.05,434225,6925,0.0159
2024-04-27,google_ads,always_on_search,1257.21,104233,4066,0.039
2024-04-27,facebook_ads,always_on_social,716.72,86413,1091,0.0126
2024-04-27,email,newsletter,0.0,8356,704,0.0843
2024-04-27,seo,organic_brand,0.0,5599,1143,0.2043
2024-04-27,influencer,seasonal_collab,356.85,224142,4526,0.0202
2024-04-28,google_ads,always_on_search,1322.25,124136,2994,0.0241
2024-04-28,facebook_ads,always_on_social,1415.9,251294,2985,0.0119
2024-04-28,email,newsletter,0.0,8907,503,0.0566
2024-04-28,seo,organic_brand,0.0,4381,719,0.1642
2024-04-28,influencer,seasonal_collab,453.84,213420,3764,0.0176
2024-04-29,google_ads,always_on_search,977.66,79123,2842,0.0359
2024-04-29,facebook_ads,always_on_social,612.42,64002,610,0.0095
2024-04-29,email,newsletter,0.0,6384,399,0.0626
2024-04-29,seo,organic_brand,0.0,3216,681,0.212
2024-04-29,influencer,seasonal_collab,270.55,243701,3238,0.0133
2024-04-30,google_ads,always_on_search,1439.88,101810,3737,0.0367
2024-04-30,facebook_ads,always_on_social,1128.9,140771,1384,0.0098
2024-04-30,email,newsletter,0.0,9918,677,0.0683
2024-04-30,seo,organic_brand,0.0,5855,879,0.1503
2024-04-30,influencer,seasonal_collab,237.29,128741,2003,0.0156
2024-05-01,google_ads,always_on_search,1263.19,140072,4505,0.0322
2024-05-01,facebook_ads,always_on_social,558.3,84992,641,0.0076
2024-05-01,email,newsletter,0.0,6484,296,0.0457
2024-05-01,seo,organic_brand,0.0,4392,874,0.1991
2024-05-01,influencer,seasonal_collab,295.38,265711,3807,0.0143
2024-05-02,google_ads,always_on_search,1623.73,163097,4030,0.0247
2024-05-02,facebook_ads,always_on_social,903.93,123433,1108,0.009
2024-05-02,email,newsletter,0.0,7391,377,0.0511
2024-05-02,seo,organic_brand,0.0,3459,522,0.151
2024-05-02,influencer,seasonal_collab,483.94,235356,2376,0.0101
2024-05-03,google_ads,always_on_search,1633.47,158734,3475,0.0219
2024-05-03,facebook_ads,always_on_social,1389.67,228732,3696,0.0162
2024-05-03,email,newsletter,0.0,4827,238,0.0494
2024-05-03,seo,organic_brand,0.0,4740,695,0.1467
2024-05-03,influencer,seasonal_collab,456.04,404122,7619,0.0189
2024-05-04,google_ads,always_on_search,1583.79,157054,3477,0.0221
2024-05-04,facebook_ads,always_on_social,654.72,72241,966,0.0134
2024-05-04,email,newsletter,0.0,9174,287,0.0313
2024-05-04,seo,organic_brand,0.0,4517,798,0.1768
2024-05-04,influencer,seasonal_collab,259.72,178843,3679,0.0206
2024-05-05,google_ads,always_on_search,1054.43,91358,3647,0.0399
2024-05-05,facebook_ads,always_on_social,640.26,77857,754,0.0097
2024-05-05,email,newsletter,0.0,8992,446,0.0497
2024-05-05,seo,organic_brand,0.0,4754,698,0.147
2024-05-05,influencer,seasonal_collab,250.07,182861,1894,0.0104
2024-05-06,google_ads,always_on_search,1862.35,167324,4829,0.0289
2024-05-06,facebook_ads,always_on_social,536.5,87890,830,0.0094
2024-05-06,email,newsletter,0.0,5790,369,0.0639
2024-05-06,seo,organic_brand,0.0,4899,903,0.1845
2024-05-06,influencer,seasonal_collab,409.51,226200,3104,0.0137
2024-05-07,google_ads,always_on_search,1854.61,194315,9094,0.0468
2024-05-07,facebook_ads,always_on_social,1395.48,235227,4639,0.0197
2024-05-07,email,newsletter,0.0,6203,479,0.0772
2024-05-07,seo,organic_brand,0.0,3883,477,0.123
2024-05-07,influencer,seasonal_collab,597.33,547950,15813,0.0289
2024-05-08,google_ads,always_on_search,915.09,107544,5061,0.0471
2024-05-08,facebook_ads,always_on_social,717.97,95962,1611,0.0168
2024-05-08,email,newsletter,0.0,5342,384,0.072
2024-05-08,seo,organic_brand,0.0,4495,565,0.1258
2024-05-08,influencer,seasonal_collab,337.37,174142,2084,0.012
2024-05-09,google_ads,always_on_search,1208.25,130443,4865,0.0373
2024-05-09,facebook_ads,always_on_social,794.55,108290,977,0.009
2024-05-09,email,newsletter,0.0,5421,193,0.0357
2024-05-09,seo,organic_brand,0.0,5323,1013,0.1903
2024-05-09,influencer,seasonal_collab,669.89,497283,6785,0.0136
2024-05-10,google_ads,always_on_search,1462.43,120290,3619,0.0301
2024-05-10,facebook_ads,always_on_social,1123.61,123807,2039,0.0165
2024-05-10,email,newsletter,0.0,7155,240,0.0337
2024-05-10,seo,organic_brand,0.0,5528,1203,0.2177
2024-05-10,influencer,seasonal_collab,264.96,221831,3327,0.015
2024-05-11,google_ads,always_on_search,1031.46,114024,5601,0.0491
2024-05-11,facebook_ads,always_on_social,1133.52,162243,1850,0.0114
2024-05-11,email,newsletter,0.0,7214,365,0.0507
2024-05-11,seo,organic_brand,0.0,4069,753,0.1851
2024-05-11,influencer,seasonal_collab,632.38,612155,8197,0.0134
2024-05-12,google_ads,always_on_search,1632.67,172963,4122,0.0238
2024-05-12,facebook_ads,always_on_social,1273.55,172092,2997,0.0174
2024-05-12,email,newsletter,0.0,5265,394,0.075
2024-05-12,seo,organic_brand,0.0,4880,677,0.1389
2024-05-12,influencer,seasonal_collab,269.66,158827,4289,0.027
2024-05-13,google_ads,always_on_search,1888.8,150061,3088,0.0206
2024-05-13,facebook_ads,always_on_social,1364.31,238893,4366,0.0183
2024-05-13,email,newsletter,0.0,4491,236,0.0527
2024-05-13,seo,organic_brand,0.0,4142,677,0.1636
2024-05-13,influencer,seasonal_collab,310.58,249848,6245,0.025
2024-05-14,google_ads,always_on_search,997.98,107120,2725,0.0254
2024-05-14,facebook_ads,always_on_social,1292.88,168938,1801,0.0107
2024-05-14,email,newsletter,0.0,8915,318,0.0358
2024-05-14,seo,organic_brand,0.0,5360,685,0.1279
2024-05-14,influencer,seasonal_collab,344.97,340315,6837,0.0201
2024-05-15,google_ads,always_on_search,1632.69,189800,6527,0.0344
2024-05-15,facebook_ads,always_on_social,1010.03,175015,1254,0.0072
2024-05-15,email,newsletter,0.0,6981,440,0.0631
2024-05-15,seo,organic_brand,0.0,4565,918,0.2013
2024-05-15,influencer,seasonal_collab,668.78,576473,9800,0.017
2024-05-16,google_ads,always_on_search,1355.86,135634,5588,0.0412
2024-05-16,facebook_ads,always_on_social,981.55,108889,1398,0.0128
2024-05-16,email,newsletter,0.0,7361,358,0.0487
2024-05-16,seo,organic_brand,0.0,5289,848,0.1603
2024-05-16,influencer,seasonal_collab,587.85,351492,5014,0.0143
2024-05-17,google_ads,always_on_search,1370.22,139006,6756,0.0486
2024-05-17,facebook_ads,always_on_social,1083.87,125249,1076,0.0086
2024-05-17,email,newsletter,0.0,5915,252,0.0428
2024-05-17,seo,organic_brand,0.0,3230,398,0.1235
2024-05-17,influencer,seasonal_collab,504.43,303775,4068,0.0134
2024-05-18,google_ads,always_on_search,1859.21,195925,6429,0.0328
2024-05-18,facebook_ads,always_on_social,539.03,68876,827,0.012
2024-05-18,email,newsletter,0.0,8758,510,0.0583
2024-05-18,seo,organic_brand,0.0,3089,405,0.1314
2024-05-18,influencer,seasonal_collab,240.12,211077,3580,0.017
2024-05-19,google_ads,always_on_search,1087.99,89165,3763,0.0422
2024-05-19,facebook_ads,always_on_social,536.54,56742,464,0.0082
2024-05-19,email,newsletter,0.0,5853,375,0.0642
2024-05-19,seo,organic_brand,0.0,4365,806,0.1848
2024-05-19,influencer,seasonal_collab,512.38,428012,12022,0.0281
2024-05-20,google_ads,always_on_search,1745.16,185408,5645,0.0305
2024-05-20,facebook_ads,always_on_social,1077.97,155913,1688,0.0108
2024-05-20,email,newsletter,0.0,5396,461,0.0856
2024-05-20,seo,organic_brand,0.0,5177,718,0.1388
2024-05-20,influencer,seasonal_collab,302.37,140332,2495,0.0178
2024-05-21,google_ads,always_on_search,1402.96,162750,4113,0.0253
2024-05-21,facebook_ads,always_on_social,541.38,73334,711,0.0097
2024-05-21,email,newsletter,0.0,5554,181,0.0326
2024-05-21,seo,organic_brand,0.0,3299,560,0.1699
2024-05-21,influencer,seasonal_collab,505.0,482681,6087,0.0126
2024-05-22,google_ads,always_on_search,1589.18,131432,5713,0.0435
2024-05-22,facebook_ads,always_on_social,1066.58,182496,1898,0.0104
2024-05-22,email,newsletter,0.0,4220,268,0.0637
2024-05-22,seo,organic_brand,0.0,4743,682,0.144
2024-05-22,influencer,seasonal_collab,548.88,264927,3226,0.0122
2024-05-23,google_ads,always_on_search,1030.29,83111,2186,0.0263
2024-05-23,facebook_ads,always_on_social,497.84,67434,1321,0.0196
2024-05-23,email,newsletter,0.0,8843,725,0.0821
2024-05-23,seo,organic_brand,0.0,2919,539,0.1848
2024-05-23,influencer,seasonal_collab,417.87,210285,4222,0.0201
2024-05-24,google_ads,always_on_search,1378.54,113435,3273,0.0289
2024-05-24,facebook_ads,always_on_social,1008.96,150342,1012,0.0067
2024-05-24,email,newsletter,0.0,5517,223,0.0405
2024-05-24,seo,organic_brand,0.0,3436,615,0.179
2024-05-24,influencer,seasonal_collab,436.49,287976,7205,0.025
2024-05-25,google_ads,always_on_search,1084.2,78845,1852,0.0235
2024-05-25,facebook_ads,always_on_social,734.99,114658,835,0.0073
2024-05-25,email,newsletter,0.0,6440,504,0.0784
2024-05-25,seo,organic_brand,0.0,3463,666,0.1925
2024-05-25,influencer,seasonal_collab,338.55,301037,8665,0.0288
2024-05-26,google_ads,always_on_search,1819.04,162879,4770,0.0293
2024-05-26,facebook_ads,always_on_social,874.29,124712,1658,0.0133
2024-05-26,email,newsletter,0.0,7148,521,0.073
2024-05-26,seo,organic_brand,0.0,3104,380,0.1225
2024-05-26,influencer,seasonal_collab,649.63,577933,13105,0.0227
2024-05-27,google_ads,always_on_search,1397.61,144952,5422,0.0374
2024-05-27,facebook_ads,always_on_social,1232.8,180960,1588,0.0088
2024-05-27,email,newsletter,0.0,5208,401,0.0771
2024-05-27,seo,organic_brand,0.0,3514,589,0.1679
2024-05-27,influencer,seasonal_collab,586.92,299921,7279,0.0243
2024-05-28,google_ads,always_on_search,1103.76,99099,3015,0.0304
2024-05-28,facebook_ads,always_on_social,1189.18,153603,1272,0.0083
2024-05-28,email,newsletter,0.0,5415,213,0.0395
2024-05-28,seo,organic_brand,0.0,2648,331,0.1254
2024-05-28,influencer,seasonal_collab,596.21,377044,4409,0.0117
2024-05-29,google_ads,always_on_search,923.87,107777,2988,0.0277
2024-05-29,facebook_ads,always_on_social,591.98,78608,527,0.0067
2024-05-29,email,newsletter,0.0,6262,387,0.0618
2024-05-29,seo,organic_brand,0.0,5572,1016,0.1823
2024-05-29,influencer,seasonal_collab,270.91,236394,3251,0.0138
2024-05-30,google_ads,always_on_search,1203.69,93165,2294,0.0246
2024-05-30,facebook_ads,always_on_social,805.48,86109,951,0.0111
2024-05-30,email,newsletter,0.0,8426,454,0.0539
2024-05-30,seo,organic_brand,0.0,2985,531,0.1781
2024-05-30,influencer,seasonal_collab,259.11,199285,3445,0.0173
2024-05-31,google_ads,always_on_search,1178.67,101316,3797,0.0375
2024-05-31,facebook_ads,always_on_social,750.05,92962,1566,0.0168
2024-05-31,email,newsletter,0.0,5479,207,0.0379
2024-05-31,seo,organic_brand,0.0,5110,1067,0.2089
2024-05-31,influencer,seasonal_collab,410.97,362296,5484,0.0151
2024-06-01,google_ads,always_on_search,1901.2,157146,7097,0.0452
2024-06-01,facebook_ads,always_on_social,894.71,90143,628,0.007
2024-06-01,email,newsletter,0.0,7211,525,0.0729
2024-06-01,seo,organic_brand,0.0,5514,759,0.1378
2024-06-01,influencer,seasonal_collab,337.24,251607,6630,0.0264
2024-06-02,google_ads,always_on_search,1080.72,97611,4048,0.0415
2024-06-02,facebook_ads,always_on_social,1413.75,234053,3347,0.0143
2024-06-02,email,newsletter,0.0,5319,190,0.0359
2024-06-02,seo,organic_brand,0.0,3823,511,0.1338
2024-06-02,influencer,seasonal_collab,399.83,250276,5190,0.0207
2024-06-03,google_ads,always_on_search,1790.87,137328,4444,0.0324
2024-06-03,facebook_ads,always_on_social,1008.99,118754,1352,0.0114
2024-06-03,email,newsletter,0.0,8460,588,0.0696
2024-06-03,seo,organic_brand,0.0,2897,527,0.1821
2024-06-03,influencer,seasonal_collab,639.29,578974,12453,0.0215
2024-06-04,google_ads,always_on_search,1318.65,107390,3695,0.0344
2024-06-04,facebook_ads,always_on_social,1409.74,234901,2341,0.01
2024-06-04,email,newsletter,0.0,8153,677,0.0831
2024-06-04,seo,organic_brand,0.0,4534,910,0.2009
2024-06-04,influencer,seasonal_collab,734.12,330987,8575,0.0259
2024-06-05,google_ads,always_on_search,1514.81,171265,7078,0.0413
2024-06-05,facebook_ads,always_on_social,711.45,114652,1708,0.0149
2024-06-05,email,newsletter,0.0,7327,313,0.0428
2024-06-05,seo,organic_brand,0.0,2902,468,0.1614
2024-06-05,influencer,seasonal_collab,409.82,200829,3664,0.0182
2024-06-06,google_ads,always_on_search,1103.11,93130,3313,0.0356
2024-06-06,facebook_ads,always_on_social,564.35,74875,1359,0.0182
2024-06-06,email,newsletter,0.0,7773,673,0.0866
2024-06-06,seo,organic_brand,0.0,2999,429,0.1434
2024-06-06,influencer,seasonal_collab,415.63,291545,7954,0.0273
2024-06-07,google_ads,always_on_search,1695.16,121133,4405,0.0364
2024-06-07,facebook_ads,always_on_social,807.89,93661,1251,0.0134
2024-06-07,email,newsletter,0.0,10091,450,0.0446
2024-06-07,seo,organic_brand,0.0,2827,577,0.2042
2024-06-07,influencer,seasonal_collab,489.24,269744,6187,0.0229
2024-06-08,google_ads,always_on_search,931.76,82132,3823,0.0466
2024-06-08,facebook_ads,always_on_social,1352.77,163537,2678,0.0164
2024-06-08,email,newsletter,0.0,7784,659,0.0847
2024-06-08,seo,organic_brand,0.0,5649,805,0.1427
2024-06-08,influencer,seasonal_collab,428.75,300487,7971,0.0265
2024-06-09,google_ads,always_on_search,1127.1,133846,4737,0.0354
2024-06-09,facebook_ads,always_on_social,533.13,69499,1020,0.0147
2024-06-09,email,newsletter,0.0,7456,424,0.0569
2024-06-09,seo,organic_brand,0.0,4834,687,0.1421
2024-06-09,influencer,seasonal_collab,459.97,221906,3308,0.0149
2024-06-10,google_ads,always_on_search,1531.91,146875,8137,0.0554
2024-06-10,facebook_ads,always_on_social,1004.88,167623,1281,0.0076
2024-06-10,email,newsletter,0.0,6502,466,0.0718
2024-06-10,seo,organic_brand,0.0,4203,700,0.1667
2024-06-10,influencer,seasonal_collab,780.25,395039,10754,0.0272
2024-06-11,google_ads,always_on_search,1497.53,121074,5797,0.0479
2024-06-11,facebook_ads,always_on_social,1359.39,171192,1822,0.0106
2024-06-11,email,newsletter,0.0,9106,547,0.0602
2024-06-11,seo,organic_brand,0.0,5514,936,0.1698
2024-06-11,influencer,seasonal_collab,736.87,516549,5769,0.0112
2024-06-12,google_ads,always_on_search,1656.38,179750,7975,0.0444
2024-06-12,facebook_ads,always_on_social,1228.74,140801,1583,0.0112
2024-06-12,email,newsletter,0.0,10413,1053,0.1012
2024-06-12,seo,organic_brand,0.0,6189,869,0.1404
2024-06-12,influencer,seasonal_collab,793.65,660691,13796,0.0209
2024-06-13,google_ads,always_on_search,1278.01,104532,4623,0.0442
2024-06-13,facebook_ads,always_on_social,1632.31,205505,3060,0.0149
2024-06-13,email,newsletter,0.0,6180,547,0.0885
2024-06-13,seo,organic_brand,0.0,3689,564,0.1531
2024-06-13,influencer,seasonal_collab,327.44,313814,4315,0.0138
2024-06-14,google_ads,always_on_search,1253.54,125731,6500,0.0517
2024-06-14,facebook_ads,always_on_social,1304.98,226840,2217,0.0098
2024-06-14,email,newsletter,0.0,11082,849,0.0766
2024-06-14,seo,organic_brand,0.0,6513,876,0.1346
2024-06-14,influencer,seasonal_collab,320.99,232187,6433,0.0277
2024-06-15,google_ads,always_on_search,2167.32,230223,5992,0.026
2024-06-15,facebook_ads,always_on_social,1161.35,191235,3022,0.0158
2024-06-15,email,newsletter,0.0,7172,600,0.0837
2024-06-15,seo,organic_brand,0.0,7031,1309,0.1862
2024-06-15,influencer,seasonal_collab,343.42,296819,6994,0.0236
2024-06-16,google_ads,always_on_search,1384.37,99806,3223,0.0323
2024-06-16,facebook_ads,always_on_social,1210.05,170157,3418,0.0201
2024-06-16,email,newsletter,0.0,11024,993,0.0902
2024-06-16,seo,organic_brand,0.0,4159,721,0.1735
2024-06-16,influencer,seasonal_collab,695.89,401952,7803,0.0194
2024-06-17,google_ads,always_on_search,1267.06,150341,8296,0.0552
2024-06-17,facebook_ads,always_on_social,657.97,85377,1277,0.015
2024-06-17,email,newsletter,0.0,11916,502,0.0422
2024-06-17,seo,organic_brand,0.0,6669,1273,0.191
2024-06-17,influencer,seasonal_collab,462.46,255705,4091,0.016
2024-06-18,google_ads,always_on_search,1593.09,141464,4387,0.031
2024-06-18,facebook_ads,always_on_social,1277.95,148778,1844,0.0124
2024-06-18,email,newsletter,0.0,12468,656,0.0527
2024-06-18,seo,organic_brand,0.0,5628,1034,0.1838
2024-06-18,influencer,seasonal_collab,268.08,124511,2471,0.0198
2024-06-19,google_ads,always_on_search,2179.96,246443,13554,0.055
2024-06-19,facebook_ads,always_on_social,1056.28,128884,1809,0.014
2024-06-19,email,newsletter,0.0,6566,327,0.0499
2024-06-19,seo,organic_brand,0.0,5624,780,0.1389
2024-06-19,influencer,seasonal_collab,370.41,362786,9039,0.0249
2024-06-20,google_ads,always_on_search,1981.5,207937,11561,0.0556
2024-06-20,facebook_ads,always_on_social,991.38,124062,2590,0.0209
2024-06-20,email,newsletter,0.0,12847,501,0.0391
2024-06-20,seo,organic_brand,0.0,7074,1064,0.1504
2024-06-20,influencer,seasonal_collab,600.44,523627,8756,0.0167
2024-06-21,google_ads,always_on_search,1661.32,129592,4210,0.0325
2024-06-21,facebook_ads,always_on_social,1345.17,181684,2419,0.0133
2024-06-21,email,newsletter,0.0,6000,482,0.0804
2024-06-21,seo,organic_brand,0.0,6555,837,0.1278
2024-06-21,influencer,seasonal_collab,661.33,543431,12247,0.0225
2024-06-22,google_ads,always_on_search,1214.99,138802,3655,0.0263
2024-06-22,facebook_ads,always_on_social,1679.03,296145,6728,0.0227
